manufacturer,item_number,scale,power_method,epoch,description,details,delivery_date,availability,count,is_dummy,category,subcategory,railway,type_name,series,road_number,control,dcc_interface,length,livery,depot,couplers,flywheel_fitted,chassis,body_shell,interior_lights,lights,sprung_buffers,minimum_radius,service_level
Rivarossi/Hornby,HR2934,H0,DC,IV/V,"FS, locomotiva elettrica E.645, 1a serie, livrea castano/Isabella con logo FS semplificato, pantografi 42U, ep. IV-V",,2023,ANNOUNCED,1,false,LOCOMOTIVE,ELECTRIC_LOCOMOTIVE,FS,E.645,PRIMA SERIE,E.645 005,DCC_READY,MTC_21,210,castano/isabella,Milano Smistamento,NEM_362,NOT_APPLICABLE,METAL_DIE_CAST,PLASTIC,NOT_APPLICABLE,YES,NO,360,
