manufacturer,item_number,scale,power_method,epoch,description,details,delivery_date,availability,count,is_dummy,category,subcategory,railway,type_name,series,road_number,control,dcc_interface,length,livery,depot,couplers,flywheel_fitted,chassis,body_shell,interior_lights,lights,sprung_buffers,minimum_radius,service_level
Rivarossi/Hornby,HR6613,H0,DC,VI,"CEMAT, carro porta container a 4 assi tipo Sgnss, livrea verde, nuovo logo CEMAT, caricato con un container “Nothegger” da 45 piedi, ep. VI",,2023,ANNOUNCED,1,false,FREIGHT_CAR,,FS,Sgnss,,,,,227,verde,,NEM_362,NOT_APPLICABLE,,PLASTIC,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,360,
